,Id,DistrictId,Rooms,Square,LifeSquare,KitchenSquare,Floor,HouseFloor,HouseYear,Ecology_1,Ecology_2,Ecology_3,Social_1,Social_2,Social_3,Healthcare_1,Helthcare_2,Shops_1,Shops_2,Price
1232,9122,27,2.0,46,30.149847491336303,6.0,5,5.0,1969,0.2114012139999999,B,B,9,1892,0,900.0,0,1,B,449538.6616629418
1233,8159,17,3.0,80,58.15511026166617,10.0,8,10.0,1960,0.0,B,B,25,5027,4,46.0,1,1,B,493503.67257898836
1234,8754,62,3.0,70,45.42927481019846,9.0,8,16.0,1976,0.002211665,B,B,39,7614,3,900.0,1,5,A,499625.4923761405
1235,9321,90,2.0,56,52.53200745954072,8.0,1,15.0,1971,0.265088676,B,B,37,5288,0,1937.0,3,2,B,464961.7891875177
1236,13535,30,2.0,64,33.21282420864376,3.0,2,17.0,1977,7.81528e-05,B,B,22,6398,141,1046.0,3,23,B,437643.6591232823
1237,2083,8,1.0,42,21.781916598092906,8.0,8,14.0,1974,0.458174486,B,A,26,4439,1,1130.0,1,5,B,447466.8014848286
1238,2689,143,3.0,69,47.459146337609766,9.0,5,16.0,1980,0.049863387,B,B,18,3746,9,75.0,3,1,B,462229.8186577567
1239,2248,176,2.0,55,33.9138631045404,8.0,5,16.0,1986,0.08761909,B,B,8,1497,5,900.0,1,0,B,459800.786075623
1240,11649,61,1.0,32,18.946134663306,6.0,1,9.0,1978,0.300322518,B,B,52,10311,6,900.0,1,9,B,452652.2946280329
1241,11045,95,1.0,46,33.21282420864376,3.0,5,12.0,1977,0.0006991189999999,B,B,14,3369,24,4129.0,0,3,B,437629.35797286476
1242,1276,23,2.0,54,51.64096815339104,3.0,1,3.0,2020,0.005767451,B,B,1,388,0,900.0,0,0,B,466019.4470072045
1243,5962,62,2.0,45,31.70647758127355,5.0,3,5.0,1965,0.072157581,B,B,2,629,1,900.0,0,0,A,448662.12092078256
1244,13012,23,2.0,65,61.93036585452803,3.0,7,17.0,1977,0.075778755,B,B,6,1437,3,900.0,0,2,B,459233.5526326359
1245,4642,148,1.0,36,19.947289420358807,7.0,2,12.0,1974,0.3139245519999999,B,B,22,4625,11,3855.0,2,10,B,439434.37097414536
1246,179,67,1.0,38,22.66002072009217,6.0,9,9.0,1978,0.100455735,B,B,43,7227,0,900.0,1,6,A,457909.2200841342
1247,15347,157,3.0,57,42.57659099426432,5.0,5,5.0,1958,0.0,B,B,30,7538,87,4702.0,5,5,B,454361.59462421125
1248,3339,83,1.0,34,18.11436923537953,6.0,8,9.0,1977,0.0077202819999999,B,B,38,4788,2,900.0,0,4,B,458904.06402149395
1249,8166,85,1.0,39,24.40206662624683,10.0,12,22.0,1987,0.037177818,B,B,52,11217,1,2300.0,1,7,B,458354.92754514987
1250,11617,21,1.0,35,17.88220120148721,10.0,5,12.0,1966,0.034331497,B,B,25,5487,3,900.0,0,4,B,445030.60440960526
1251,4395,27,2.0,57,35.24606736399442,9.0,3,10.0,1997,0.041116354,B,B,53,14892,4,900.0,1,4,B,463210.44153809047
1252,2183,3,3.0,64,47.99286241005129,6.0,8,12.0,1972,0.050900058,B,B,43,10621,1,30.0,2,3,B,459808.46062325314
1253,16045,27,2.0,63,33.21282420864376,10.0,14,17.0,2016,0.072157581,B,B,2,629,1,900.0,0,0,A,463221.19153471745
1254,15719,22,1.0,49,33.21282420864376,3.0,14,25.0,1977,0.118537385,B,B,30,6207,1,1183.0,1,0,B,451427.32397182897
1255,9864,41,2.0,46,30.623305969792284,6.0,9,9.0,1977,6.99893e-05,B,B,46,10309,1,240.0,1,16,B,459920.92656544765
1256,1903,113,4.0,118,72.28271982485683,10.0,16,17.0,2001,0.060753049,B,B,15,2787,2,520.0,0,7,B,535102.7381133885
1257,13451,12,1.0,42,21.95000227935471,8.0,4,12.0,1995,0.090799103,B,B,74,19083,2,900.0,5,15,B,457654.70074349066
1258,3640,91,2.0,46,32.99906143705257,5.0,4,5.0,1965,0.333891544,B,B,30,6564,1,900.0,0,0,B,449733.0273067856
1259,16551,29,2.0,42,22.75673395068146,7.0,8,9.0,1968,0.069660344,B,B,31,6119,4,900.0,1,2,B,443638.30516549037
1260,2343,119,1.0,35,22.99131673208244,5.0,7,9.0,1964,0.000995363,B,B,42,7651,1,900.0,1,5,B,456182.0437767324
1261,10528,3,3.0,62,44.56178901621523,6.0,4,12.0,1974,0.050900058,B,B,43,10621,1,30.0,2,3,B,463338.4157607292
1262,134,12,2.0,55,30.48129671169313,8.0,10,14.0,1991,0.090799103,B,B,74,19083,2,900.0,5,15,B,463775.3730963911
1263,13966,17,2.0,65,37.49996785008108,11.0,7,17.0,2010,0.093442564,B,B,23,4635,5,3300.0,2,4,B,454983.35591410217
1264,2366,3,1.0,40,19.637500125492977,8.0,14,17.0,1983,0.050900058,B,B,43,10621,1,30.0,2,3,B,457654.70074349066
1265,1198,155,1.0,37,23.265589503910007,9.0,9,12.0,1965,0.0423072709999999,B,B,17,2810,9,4849.0,3,6,B,444362.6443962037
1266,12627,23,1.0,45,43.16361670969816,11.0,4,4.0,1977,0.014072961,B,B,2,475,0,900.0,0,0,B,448105.6521168131
1267,11623,99,2.0,55,34.89759724477784,9.0,14,14.0,1998,0.033493708,B,B,66,10573,1,1322.0,3,8,B,463775.3730963911
1268,8267,6,1.0,41,33.21282420864376,3.0,6,17.0,1977,0.2432045189999999,B,B,5,1564,0,540.0,0,0,B,443754.24884251313
1269,56,8,2.0,65,36.66376811484208,12.0,4,17.0,2006,0.0922906419999999,B,B,21,4346,2,165.0,1,2,B,457868.44209222664
1270,2988,63,1.0,47,49.13526438712103,3.0,8,25.0,2017,0.23861713,B,B,26,3889,6,705.0,3,6,B,448551.5686238721
1271,8843,67,2.0,58,35.896350375769444,9.0,15,16.0,1977,0.0077202819999999,B,B,38,4788,2,900.0,0,4,B,464890.7330680646
1272,3043,94,2.0,58,34.1733741535499,9.0,9,16.0,1980,0.127375905,B,B,43,8429,3,900.0,3,9,B,464424.8446339955
1273,16486,124,2.0,67,39.35753066443172,12.0,3,17.0,2001,0.1220903469999999,B,B,29,6566,7,1894.0,4,0,B,449682.6715276338
1274,1241,88,1.0,37,21.308350367793672,9.0,3,9.0,1974,0.127375905,B,B,43,8429,3,900.0,3,9,B,459276.4819250513
1275,11180,84,3.0,77,45.82113770220788,10.0,5,17.0,1983,0.006076152,B,B,30,5285,0,645.0,6,6,B,533215.3961731324
1276,1984,99,2.0,46,28.5449634212956,5.0,4,9.0,1971,0.012338886,B,B,35,5776,1,2078.0,2,4,B,452061.0714879555
1277,7364,21,1.0,35,18.719459869904536,8.0,2,5.0,1960,0.149666373,B,B,22,4789,2,4087.0,4,1,B,445761.7457307204
1278,10769,6,1.0,45,33.21282420864376,3.0,4,25.0,2017,0.2432045189999999,B,B,5,1564,0,540.0,0,0,B,448864.76934623765
1279,16617,9,3.0,72,45.70100218777761,10.0,10,14.0,1992,0.161531741,B,B,25,5648,1,30.0,2,4,B,507029.5798497479
1280,9007,85,3.0,77,49.285378647463936,10.0,11,16.0,1973,0.037177818,B,B,52,11217,1,2300.0,1,7,B,533785.7629618037
1281,12953,170,3.0,82,53.30585522413501,8.0,14,14.0,1975,0.21843974,B,B,21,4472,6,1450.0,4,7,A,494454.7186312266
1282,11366,6,2.0,62,43.15112225927083,10.0,17,17.0,2017,0.2432045189999999,B,B,5,1564,0,540.0,0,0,B,463292.24765417055
1283,16483,29,2.0,47,29.26732672323854,6.0,4,5.0,1960,0.040242764,B,B,25,3478,11,2729.0,3,1,B,443222.90496265044
1284,2326,9,2.0,58,32.940517453576334,8.0,14,14.0,1991,0.161531741,B,B,25,5648,1,30.0,2,4,B,466092.6127815957
1285,14195,27,2.0,45,31.588933359546697,6.0,2,5.0,1969,0.07542368,B,B,11,3097,0,900.0,0,0,B,449480.1083985713
1286,3484,85,3.0,54,35.03939714184943,6.0,7,9.0,1977,0.037177818,B,B,52,11217,1,2300.0,1,7,B,464819.71593999694
1287,15257,8,2.0,48,29.12755076276151,5.0,9,9.0,1969,0.458174486,B,A,26,4439,1,1130.0,1,5,B,458248.8036582397
1288,11920,47,3.0,85,84.81758188950768,3.0,3,25.0,1977,0.197367951,B,B,8,2423,1,32.0,0,1,B,505692.445217648
1289,1359,6,2.0,60,33.21282420864376,15.0,20,25.0,1977,0.2432045189999999,B,B,5,1564,0,540.0,0,0,B,465910.58490627096
1290,10353,21,1.0,36,21.374068322669377,9.0,11,12.0,1970,0.194489265,B,B,47,8004,3,125.0,3,5,B,458396.71918505244
1291,15614,62,1.0,46,33.21282420864376,3.0,5,17.0,1977,0.072157581,B,B,2,629,1,900.0,0,0,A,449114.4905515792
1292,15101,1,3.0,84,33.21282420864376,3.0,13,17.0,1977,0.0071223169999999,B,B,1,264,0,900.0,0,1,B,534436.7442017248
1293,12755,32,2.0,58,34.73070696368488,8.0,18,24.0,1997,0.135649789,B,B,46,7960,6,350.0,3,11,B,460332.78749244637
1294,6252,53,1.0,42,22.67280698966259,8.0,1,12.0,1982,0.049637257,B,B,34,7759,0,229.0,1,3,B,449349.13820498285
1295,7485,11,2.0,47,35.48439402298383,6.0,7,9.0,1970,0.038692987,B,B,28,6533,1,1015.0,2,5,B,451497.9405142051
1296,12603,27,3.0,87,52.263326325483405,17.0,2,3.0,2014,0.011654127,B,B,4,915,0,900.0,0,0,B,496271.5926368404
1297,5281,34,4.0,98,89.91552400757601,3.0,8,9.0,2015,0.069753361,B,B,53,13670,4,900.0,1,11,B,530951.1636613943
1298,10708,8,1.0,35,23.0388942667326,9.0,9,12.0,1969,0.458174486,B,A,26,4439,1,1130.0,1,5,B,445823.25552308315
1299,12563,58,2.0,45,28.419338114624345,7.0,4,9.0,1967,0.1489038909999999,B,B,9,1952,1,1430.0,3,2,B,447713.92648152175
1300,4592,130,1.0,45,24.705288298729805,8.0,1,8.0,1959,0.341071945,B,B,27,5664,48,2300.0,3,11,B,436073.03791642195
1301,1986,58,2.0,63,33.21282420864376,3.0,14,17.0,1977,0.43788524,B,B,23,5735,3,1084.0,0,5,B,462137.14089739544
1302,5745,6,1.0,43,40.80691095181312,3.0,16,25.0,2015,0.2432045189999999,B,B,5,1564,0,540.0,0,0,B,446373.9274737982
1303,14108,17,1.0,32,20.974667932043825,7.0,7,9.0,1967,0.0,B,B,18,3374,5,620.0,1,2,B,444985.78952902014
1304,9693,23,1.0,41,33.21282420864376,3.0,6,17.0,1977,0.075778755,B,B,6,1437,3,900.0,0,2,B,443468.8149824137
1305,669,7,1.0,23,13.699489482358992,3.0,4,9.0,1971,0.130617806,B,B,39,10418,9,900.0,1,9,B,441835.3835373907
1306,7320,145,2.0,61,37.02894096465101,10.0,10,17.0,2000,0.0,B,B,30,5562,0,900.0,0,5,A,461702.0290272928
1307,10258,25,1.0,32,17.147306334992365,5.0,2,5.0,1986,0.069753361,B,B,53,13670,4,900.0,1,11,B,454570.24855286756
1308,507,98,2.0,38,25.170594404952183,6.0,11,14.0,1974,0.195781053,B,B,23,5212,6,900.0,3,2,B,444490.78693992866
1309,10365,94,1.0,37,19.350202176013383,9.0,12,14.0,1977,0.282797669,B,B,33,8667,2,900.0,0,6,B,449308.14169454575
1310,9363,61,1.0,40,19.835166358956435,9.0,14,16.0,1977,0.300322518,B,B,52,10311,6,900.0,1,9,B,451055.91013512685
1311,8736,58,1.0,53,33.21282420864376,3.0,7,9.0,1977,0.43788524,B,B,23,5735,3,1084.0,0,5,B,463507.6797337094
1312,15100,23,3.0,78,33.21282420864376,3.0,4,25.0,1977,0.075778755,B,B,6,1437,3,900.0,0,2,B,538199.4433467033
1313,13420,27,2.0,66,39.26450110491087,8.0,1,3.0,2017,0.01405792,B,B,1,290,0,900.0,0,0,B,455434.2851093193
1314,13248,47,2.0,64,35.23387463003257,10.0,4,12.0,2004,0.101872465,B,B,23,4583,3,900.0,3,3,B,452680.8666459292
1315,1972,25,4.0,95,33.21282420864376,3.0,2,20.0,2017,0.069753361,B,B,53,13670,4,900.0,1,11,B,530951.1636613943
1316,9258,62,3.0,87,86.65054388332146,3.0,9,21.0,2019,0.072157581,B,B,2,629,1,900.0,0,0,A,496453.62051216513
1317,16455,5,2.0,55,32.2786639507652,8.0,8,14.0,1970,0.150817539,B,B,16,3433,4,2643.0,4,5,B,458651.6004482185
1318,6283,7,2.0,44,27.404533222065982,5.0,5,5.0,1966,0.035145267,B,B,42,9292,3,2620.0,0,3,B,459873.8916070349
1319,14979,167,2.0,41,23.7287153869714,7.0,7,9.0,1961,0.050272014,B,B,21,4231,14,1020.0,0,3,B,441713.007198636
1320,13935,141,1.0,36,20.626001391687662,6.0,4,5.0,1967,0.0006991189999999,B,B,14,3369,24,4129.0,0,3,B,435716.49853473285
1321,4985,23,2.0,63,33.21282420864376,3.0,4,25.0,1977,0.075778755,B,B,6,1437,3,900.0,0,2,B,463221.19153471745
1322,5393,62,1.0,44,46.20231321223213,3.0,3,3.0,1977,0.072157581,B,B,2,629,1,900.0,0,0,A,449327.1594219005
1323,1730,9,1.0,43,45.3108695228277,3.0,5,18.0,1977,0.161531741,B,B,25,5648,1,30.0,2,4,B,448083.3298736183
1324,14129,144,1.0,42,23.83314878768091,8.0,5,12.0,1982,0.306977489,B,B,27,5148,14,1575.0,5,7,B,443207.59199118934
1325,6254,2,2.0,36,22.087825407678658,5.0,8,9.0,1981,0.0,B,B,33,7425,1,900.0,2,5,B,448168.2660066687
1326,4173,2,2.0,82,39.66436396064341,12.0,11,14.0,1976,0.035145267,B,B,42,9292,3,2620.0,0,3,B,498725.31507970253
1327,4910,84,3.0,68,47.87009863323779,7.0,6,16.0,1980,0.149666373,B,B,22,4789,2,4087.0,4,1,B,461700.1835617335
1328,1297,42,1.0,43,18.28785445311575,10.0,5,24.0,2009,0.158249043,B,B,21,5731,0,900.0,1,0,B,445930.31074391736
1329,3366,27,1.0,41,22.45690460331869,8.0,3,17.0,2009,0.07542368,B,B,11,3097,0,900.0,0,0,B,444258.826551893
1330,6044,88,3.0,86,33.21282420864376,3.0,17,17.0,1977,0.127375905,B,B,43,8429,3,900.0,3,9,B,496012.1737552022
1331,6259,27,1.0,47,47.04406917490986,7.0,12,17.0,1977,0.072157581,B,B,2,629,1,900.0,0,0,A,448551.3595778288
1332,8723,53,2.0,46,25.58238377482826,7.0,4,9.0,1984,0.049637257,B,B,34,7759,0,229.0,1,3,B,451615.36402693985
1333,16109,46,1.0,41,40.40705904799749,3.0,1,1.0,2014,0.0,B,B,47,11319,0,1145.0,3,5,B,457065.2357149436
1334,3721,37,1.0,44,21.709650584096845,8.0,10,14.0,1997,0.127811589,B,B,28,7287,5,320.0,1,3,B,449318.03763777623
1335,13453,13,2.0,64,35.12994731406149,10.0,14,22.0,1998,0.090799103,B,B,74,19083,2,900.0,5,15,B,459808.46062325314
1336,11962,59,1.0,45,45.49097265088523,3.0,11,11.0,2015,0.019508796,B,B,37,7687,11,176.0,5,5,B,447128.97917358077
1337,12998,139,1.0,35,23.70640632778112,5.0,3,5.0,1964,0.1220903469999999,B,B,29,6566,7,1894.0,4,0,B,445224.6538563457
1338,6886,155,1.0,33,17.98219482650871,7.0,7,12.0,1972,0.0423072709999999,B,B,17,2810,9,4849.0,3,6,B,443620.1093112605
1339,8200,15,3.0,82,44.25876285234381,12.0,8,12.0,2006,0.158249043,B,B,21,5731,0,900.0,1,0,B,497971.07495014713
1340,51,11,2.0,57,28.693888594273112,11.0,16,16.0,1980,0.0001696759999999,B,B,36,5992,0,900.0,1,1,B,465699.2863690249
1341,3930,121,2.0,56,34.041551954191526,8.0,6,12.0,1984,0.212515361,B,B,19,3293,16,628.0,3,7,B,458683.53358366585
1342,6310,44,2.0,46,28.17433850257259,5.0,10,12.0,1970,0.036122292,B,B,24,4378,0,1036.0,1,1,B,448335.92770363635
1343,6112,1,2.0,65,33.21282420864376,3.0,9,17.0,1977,0.0071223169999999,B,B,1,264,0,900.0,0,1,B,460522.53201754595
1344,5135,30,1.0,43,18.29550333169649,3.0,12,22.0,2016,7.81528e-05,B,B,22,6398,141,1046.0,3,23,B,435083.1338941463
1345,7522,113,3.0,73,48.54916868062187,10.0,17,17.0,1977,0.050755569,B,B,24,5469,1,145.0,0,1,B,493781.2210047261
1346,9825,1,3.0,78,80.84999518168216,3.0,16,17.0,1977,0.0071223169999999,B,B,1,264,0,900.0,0,1,B,538017.4154713786
1347,2411,34,2.0,58,33.21282420864376,10.0,3,25.0,2019,0.069753361,B,B,53,13670,4,900.0,1,11,B,460494.386816359
1348,14940,123,3.0,113,56.64967683679732,11.0,10,18.0,2007,0.0,B,B,6,2733,0,920.0,0,4,B,534308.3002342572
1349,15970,23,2.0,61,33.21282420864376,3.0,4,25.0,1977,0.075778755,B,B,6,1437,3,900.0,0,2,B,463221.19153471745
1350,9894,99,3.0,70,40.221924342602016,9.0,8,16.0,1981,0.033493708,B,B,66,10573,1,1322.0,3,8,B,498288.35774404067
1351,2564,30,2.0,66,33.21282420864376,3.0,11,17.0,1977,7.81528e-05,B,B,22,6398,141,1046.0,3,23,B,436456.9919942705
1352,7095,99,2.0,55,36.10374434380473,9.0,13,14.0,1998,0.033493708,B,B,66,10573,1,1322.0,3,8,B,463775.3730963911
1353,16754,33,2.0,45,33.21282420864376,3.0,4,16.0,1977,0.236108458,B,B,16,3893,27,900.0,3,10,B,438907.54604464746
1354,16195,1,1.0,39,33.21282420864376,3.0,7,17.0,1977,0.0071223169999999,B,B,1,264,0,900.0,0,1,B,448712.52858176356
1355,1770,83,3.0,64,42.39634921759079,8.0,4,9.0,1975,0.100455735,B,B,43,7227,0,900.0,1,6,A,459626.4327479284
1356,5363,129,4.0,88,51.63742926002141,8.0,3,25.0,1991,0.020741326,B,B,24,5613,5,1340.0,2,5,B,501377.30754884245
1357,11360,27,3.0,80,44.30166613225831,11.0,5,17.0,2007,0.07542368,B,B,11,3097,0,900.0,0,0,B,499055.12558746914
1358,13034,57,3.0,76,76.88374127857116,10.0,8,14.0,2003,0.090799103,B,B,74,19083,2,900.0,5,15,B,533785.7629618037
1359,6542,6,2.0,55,33.658616455409955,9.0,13,17.0,2016,0.2432045189999999,B,B,5,1564,0,540.0,0,0,B,463292.24765417055
1360,15870,44,2.0,54,33.525096465524726,8.0,2,14.0,1990,0.036122292,B,B,24,4378,0,1036.0,1,1,B,463183.3292065605
1361,217,80,2.0,59,33.991547282041424,10.0,11,17.0,1989,0.0,B,B,39,8647,0,810.0,0,5,B,466087.6252823715
1362,6490,44,3.0,71,48.3754810832277,6.0,8,12.0,1981,0.2322050839999999,B,B,24,4860,1,80.0,0,3,B,464318.5208138339
1363,6692,57,3.0,84,47.9074310812805,12.0,4,12.0,2002,0.090799103,B,B,74,19083,2,900.0,5,15,B,533669.9763582962
1364,16732,25,2.0,62,33.21282420864376,3.0,20,22.0,1977,0.069753361,B,B,53,13670,4,900.0,1,11,B,460289.83264721424
1365,12617,104,1.0,30,20.208388643042117,5.0,2,9.0,1967,0.327018035,B,B,12,2270,23,2500.0,1,0,B,418421.6414606046
1366,9060,7,2.0,57,30.617817682277067,8.0,10,12.0,1983,0.035145267,B,B,42,9292,3,2620.0,0,3,B,466269.6531576962
1367,12017,23,2.0,68,67.53533111046968,3.0,9,17.0,2015,0.034656082,B,B,0,168,0,900.0,0,0,B,464538.1468279369
1368,16750,74,2.0,51,48.629785899723736,3.0,2,3.0,2017,0.075778755,B,B,6,1437,3,900.0,0,2,B,452808.1710923095
1369,12230,126,2.0,41,24.1559951223729,5.0,5,5.0,1962,0.486245621,B,B,13,2514,19,900.0,0,6,B,434378.5045840498
1370,2158,27,2.0,65,60.7278507393243,3.0,8,17.0,2017,0.011654127,B,B,4,915,0,900.0,0,0,B,459023.54884900176
1371,15184,62,1.0,47,33.21282420864376,3.0,9,15.0,1977,0.072157581,B,B,2,629,1,900.0,0,0,A,448551.3595778288
1372,2981,27,2.0,68,66.86041349691662,3.0,3,12.0,1977,0.072157581,B,B,2,629,1,900.0,0,0,A,463221.19153471745
1373,10281,1,2.0,63,33.21282420864376,3.0,17,17.0,1977,0.0071223169999999,B,B,1,264,0,900.0,0,1,B,464538.1468279369
1374,16596,53,1.0,37,23.00274034493492,6.0,8,9.0,1974,0.3139245519999999,B,B,22,4625,11,3855.0,2,10,B,441033.1061429911
1375,6976,120,2.0,82,33.21282420864376,3.0,1,1.0,1977,0.341071945,B,B,27,5664,48,2300.0,3,11,B,485544.295656601
1376,14680,6,2.0,55,33.21282420864376,3.0,11,17.0,1977,0.2432045189999999,B,B,5,1564,0,540.0,0,0,B,463292.24765417055
1377,10618,79,2.0,46,28.144983050754043,5.0,3,5.0,1969,0.307466659,B,A,30,5048,9,325.0,2,5,B,445738.92215057707
1378,271,92,2.0,53,33.44171874666608,9.0,5,16.0,1982,0.460556389,B,B,20,4386,14,900.0,1,5,B,460030.6414990569
1379,10817,111,2.0,47,31.79754960766603,5.0,5,5.0,1969,0.135649789,B,B,46,7960,6,350.0,3,11,B,455127.1939650809
1380,1823,97,3.0,85,62.13924936025644,4.0,4,9.0,1941,0.306977489,B,B,27,5148,14,1575.0,5,7,B,501006.91513761325
1381,9549,39,1.0,32,22.040050958780387,6.0,1,4.0,1962,0.4288258179999999,B,B,25,5011,8,730.0,0,2,B,442466.7299720823
1382,1201,23,2.0,76,42.55222333526845,14.0,5,12.0,2014,0.014072961,B,B,2,475,0,900.0,0,0,B,534989.4881408942
1383,2112,39,3.0,57,39.729281548592525,5.0,3,9.0,1970,0.4288258179999999,B,B,25,5011,8,730.0,0,2,B,462406.5477519957
1384,2951,62,1.0,38,19.797747947114665,9.0,2,12.0,1975,0.002211665,B,B,39,7614,3,900.0,1,5,A,459802.53538510116
1385,7183,6,2.0,67,33.21282420864376,3.0,7,17.0,1977,0.2432045189999999,B,B,5,1564,0,540.0,0,0,B,454061.0814891728
1386,11404,27,1.0,44,33.21282420864376,3.0,1,1.0,1977,0.072157581,B,B,2,629,1,900.0,0,0,A,449327.1594219005
1387,5473,45,2.0,58,33.21282420864376,3.0,8,8.0,1977,0.195781053,B,B,23,5212,6,900.0,3,2,B,461051.75992129336
1388,9232,78,2.0,55,32.973529235418454,10.0,14,17.0,2002,0.0922906419999999,B,B,21,4346,2,165.0,1,2,B,461884.05690261757
1389,3033,58,3.0,80,79.20404307301287,10.0,4,17.0,2004,0.050755569,B,B,24,5469,1,145.0,0,1,B,497900.018830694
1390,11002,119,2.0,39,25.399791854318515,6.0,5,9.0,1968,0.033493708,B,B,66,10573,1,1322.0,3,8,B,458465.6888881036
1391,8299,77,3.0,65,46.76680744515086,6.0,3,9.0,1976,6.99893e-05,B,B,46,10309,1,240.0,1,16,B,465728.29716971883
1392,15417,72,2.0,43,25.13024184244349,6.0,6,12.0,1967,0.210473241,B,B,11,2398,2,1994.0,3,0,B,444506.8335047317
1393,15612,27,3.0,79,41.329211107677374,12.0,12,17.0,2007,0.07542368,B,B,11,3097,0,900.0,0,0,B,467488.0210221391
1394,6168,119,2.0,47,31.716776233876807,5.0,3,5.0,1961,0.000995363,B,B,42,7651,1,900.0,1,5,B,459357.7955916973
1395,13751,132,1.0,37,20.11492662522384,9.0,14,16.0,1979,0.306977489,B,B,27,5148,14,1575.0,5,7,B,445048.9322009065
1396,764,23,2.0,64,63.532106203735815,3.0,12,17.0,1977,0.075778755,B,B,6,1437,3,900.0,0,2,B,454018.00127802906
1397,12833,27,1.0,27,33.21282420864376,3.0,10,19.0,1977,0.2114012139999999,B,B,9,1892,0,900.0,0,1,B,381148.61423259584
1398,1005,124,2.0,74,43.72886100682892,4.0,8,40.0,2015,0.174739084,B,B,17,3379,9,100.0,0,3,B,511057.39282850915
1399,10740,41,1.0,40,22.6348536713666,7.0,4,17.0,1977,0.175054867,B,B,36,10055,3,900.0,1,0,B,450581.93880373245
1400,15323,131,2.0,49,32.708735809962754,7.0,7,9.0,1964,0.0,B,B,23,3684,2,900.0,0,4,B,448218.5041909016
1401,9884,29,1.0,17,16.452172164491667,3.0,3,5.0,1962,0.069660344,B,B,31,6119,4,900.0,1,2,B,454611.43835702405
1402,6185,37,2.0,66,61.98424954890048,7.0,5,10.0,2018,0.178916796,B,B,18,3594,4,192.0,1,5,B,449575.7146379104
1403,2311,74,1.0,49,51.17251525238135,3.0,10,17.0,1977,0.075778755,B,B,6,1437,3,900.0,0,2,B,446872.02381745283
1404,7538,43,3.0,63,46.051306898695394,4.0,4,7.0,1930,0.212515361,B,B,19,3293,16,628.0,3,7,B,456072.8353272008
1405,6256,37,2.0,48,29.76997130158438,6.0,6,9.0,1971,0.127811589,B,B,28,7287,5,320.0,1,3,B,457731.9064618627
1406,619,129,4.0,101,76.98039690309638,8.0,4,5.0,1960,0.051942062,B,B,17,4017,7,800.0,2,0,B,529073.0394330188
1407,1968,27,2.0,138,92.4840984101504,42.0,3,3.0,2016,0.014072961,B,B,2,475,0,900.0,0,0,B,496541.2517364034
1408,10168,58,1.0,52,33.21282420864376,3.0,8,9.0,1977,0.43788524,B,B,23,5735,3,1084.0,0,5,B,454886.58190029184
1409,10762,55,3.0,63,46.39174109484638,6.0,2,9.0,1973,0.012338886,B,B,35,5776,1,2078.0,2,4,B,461447.09956695564
1410,12392,62,1.0,55,58.35488345541384,10.0,5,10.0,1977,0.072157581,B,B,2,629,1,900.0,0,0,A,463110.43019176373
1411,8877,55,3.0,85,44.89264173611284,10.0,16,17.0,1989,0.041365446,B,B,31,5569,0,900.0,1,4,B,504791.44491347624
1412,2441,6,3.0,78,44.11174383316441,12.0,1,1.0,1977,0.2432045189999999,B,B,5,1564,0,540.0,0,0,B,538736.3879002255
1413,4974,35,1.0,44,35.85557669810768,10.0,6,17.0,2015,0.089039719,B,B,33,7976,5,900.0,0,11,B,449277.8928371986
1414,12450,53,1.0,39,38.80918097732466,3.0,2,9.0,2017,0.049637257,B,B,34,7759,0,229.0,1,3,B,450049.36500664207
1415,15837,66,2.0,42,26.44797427613007,4.0,4,9.0,1973,0.111627393,B,B,50,12238,8,1970.0,2,3,B,451967.7394934057
1416,6591,9,2.0,52,29.286768553857737,7.0,2,9.0,1970,0.31019913,B,B,11,2748,1,900.0,0,0,B,456306.50196703605
1417,11688,98,2.0,54,34.125786166999774,9.0,6,12.0,1977,0.195781053,B,B,23,5212,6,900.0,3,2,B,459914.7228484606
1418,9940,12,2.0,47,30.925938891703645,5.0,6,9.0,1982,0.090799103,B,B,74,19083,2,900.0,5,15,B,459357.7955916973
1419,12070,101,2.0,41,23.226372958286497,6.0,5,12.0,1972,0.225824954,A,B,41,6558,7,1548.0,3,2,B,452627.3012859612
1420,12876,27,2.0,54,33.587619525656585,9.0,5,17.0,2012,0.011654127,B,B,4,915,0,900.0,0,0,B,464520.46383866033
1421,6858,52,3.0,85,33.21282420864376,3.0,12,17.0,1977,0.371148999,B,B,34,7065,1,750.0,2,5,B,505692.445217648
1422,2385,27,3.0,86,52.69944308922547,3.0,3,16.0,2017,0.017647053,B,B,2,469,0,900.0,0,0,B,497244.83003269986
1423,3596,41,2.0,45,28.78009440577341,5.0,7,9.0,1969,0.175054867,B,B,36,10055,3,900.0,1,0,B,452285.033651939
1424,13540,29,1.0,35,22.772966577624917,5.0,3,5.0,1963,0.086885265,B,B,10,2277,2,1547.0,0,0,B,440499.6211138288
1425,2077,27,1.0,54,21.133650179679226,13.0,13,18.0,2015,0.072157581,B,B,2,629,1,900.0,0,0,A,464591.7303710314
1426,5654,44,3.0,81,46.58042117441127,12.0,17,17.0,2008,0.2322050839999999,B,B,24,4860,1,80.0,0,3,B,498153.1028254719
1427,14029,85,3.0,53,34.77073774788088,6.0,5,9.0,1979,0.037177818,B,B,52,11217,1,2300.0,1,7,B,464819.71593999694
